year;month;revenue
2024;6;107618646
2024;11;25754852
2024;2;13425729
2024;2;15118312
2023;9;60130902
2024;7;25327950
2024;12;16893807
2023;12;79076052
2024;7;48506388
2023;4;55038786
2023;8;12959301
2024;8;15055877
2023;8;33109416
2023;6;32974683
2024;10;59759376
2024;6;13276974
2024;8;92272332
2024;12;103045474
2024;9;91355610
2023;1;48335658
2024;4;29578648
2023;5;118817430
2023;3;102289580
2024;11;15082380
2023;10;18376332
2023;8;41863731
2023;10;47064522
2024;11;16497740
2024;4;138475309
2024;7;87173220
2024;1;5840641
2023;12;30956160
2023;9;46472013
2024;2;15361572
2024;10;117184746
2023;4;24126450
2024;5;101838300
2024;6;22851960
2023;10;19755540
2024;6;73856255
2024;4;44768190
2024;7;69126828
2023;1;128510802
2023;1;27098424
2023;11;79457616
2023;9;45139554
2024;7;9205790
2024;12;54058398
2024;9;8479611
2024;8;38226066
2024;4;78689752
2023;9;42856630
2023;11;47748768
2023;3;39071116
2023;1;106574778
2024;2;29952440
2024;10;80182352
2024;10;91240025
2024;2;12489400
2023;3;38865996
2024;10;87779106
2023;8;51398826
2023;10;23400477
2023;4;36222680
2024;3;101351700
2024;12;40514260
2023;9;103027540
2023;8;119621166
2023;9;17115396
2023;5;33730942
2024;10;25579980
2023;1;16828575
2023;3;66234798
2023;8;54997320
2023;8;45683319
2024;6;29269022
2023;10;39644866
2024;10;82636045
2024;3;86477320
2024;8;91485372
2024;6;108485490
2024;5;60114171
2024;9;51777261
2024;7;54857586
2024;4;19534868
2023;5;105090126
2023;9;15296787
2024;9;35531908
2023;8;82580325
2024;9;124242468
2024;12;44444193
2024;7;43534675
2023;1;39000325
2023;7;30717416
2024;12;44277155
2023;2;27224037
2023;11;86821410
2023;11;73297020
2024;1;33740960
2024;9;8481469
2024;11;35167442
2024;11;36144832
2023;3;75946350
2024;6;27253806
2023;2;17261756
2023;1;61186244
2023;9;42559202
2024;10;63383880
2023;1;45031713
2024;7;69018188
2023;11;14784243
2024;1;82715735
2023;10;71562012
2023;9;45145745
2024;8;28185690
2023;6;41647354
2024;10;19730502
2024;7;8995655
2024;4;44361186
2023;6;9233596
2023;12;66627348
2024;5;107926707
2024;3;70747476
2024;6;33156648
2023;5;122048772
2024;11;37377420
2023;11;8577088
2024;5;61659292
2023;6;38408970
2024;7;33202668
2023;6;36822690
2024;4;47498772
2024;4;4820178
2023;2;88163865
2024;2;51266088
2023;4;24715152
2024;1;88563140
2024;12;101112318
2024;4;8501049
2023;9;70372136
2024;7;36206264
2024;2;36329752
2023;2;87233310
2024;12;53963142
2024;4;25164534
2024;10;19332920
2023;12;78251284
2024;1;45216276
2023;5;53690043
2023;12;28163250
2023;2;16790121
2023;12;40346800
2023;9;72322104
2024;9;98022545
2024;2;23587628
2023;6;137455913
2024;11;4350857
2024;2;143278618
2023;7;35958354
2023;8;18470080
2023;6;101876642
2024;2;47227120
2023;4;92036640
2024;4;8170030
2023;3;11354342
2024;5;121528830
2023;7;103898670
2024;9;46633224
2023;3;16578563
2024;11;106570542
2024;10;17404367
2024;11;79354892
2023;12;16538469
2023;6;64190350
2024;6;24050262
2023;1;56753232
2023;9;22150280
2024;4;18382425
2023;2;9407962
2023;6;30392168
2024;7;36123306
2023;5;11328328
2024;5;66134481
2024;1;19345716
2024;7;20105743
2023;9;14579949
2024;4;56892378
2023;8;15464651
2024;5;60397647
2023;6;40071475
2024;6;4935551
2023;6;84823510
2023;1;6308593
2023;4;59544822
2023;11;44446630
2023;10;103114776
2024;3;91971312
2023;5;18416447
2023;8;119020573
2024;3;59761845
2024;12;40256750
2023;4;68114204
2023;4;39844710
2023;2;38004228
2024;12;18376038
2023;12;39085879
2023;8;30035552
2023;9;53166510
2023;11;25378110
2023;1;141013194
2024;8;34651792
2023;1;58100133
2024;1;105827472
2024;7;61417740
2023;10;44841498
2023;10;54417018
2023;6;43017955
2023;5;83779655
2023;3;36648052
2023;10;33099759
2024;7;20041529
2024;6;9232484
2023;8;14560725
2024;3;39826782
2023;6;90120840
2024;5;17059614
2023;8;25114929
2024;3;61096995
2023;10;43846420
2023;7;8344297
2023;10;55404375
2024;5;33550972
2024;7;124415627
2023;11;34582844
2023;8;23172952
2024;11;18038764
2023;3;89755450
2024;10;66329536
2023;4;81890180
2024;11;120418263
2023;10;123385675
2024;4;52082364
2024;6;54837993
2024;2;119905191
2024;12;65396716
2024;1;38739666
2024;9;105266520
2024;7;103249041
2023;2;68120104
2023;7;36327226
2024;2;73847660
2024;8;27812424
2024;2;18347280
2023;11;18852644
2024;3;39496030
2023;6;29020720
2023;7;72866196
2024;5;34360430
2023;6;126125671
2023;1;19925466
2023;2;18830388
2024;3;57714419
2023;8;68938444
2023;11;59987438
2024;5;39189670
2024;1;16737933
2023;11;15390648
2023;10;66109239
2024;9;40458360
2024;3;26760342
2024;8;9172112
2024;1;25731369
2023;6;9711484
2023;7;55172964
2024;7;19114881
2023;7;25635360
2023;11;22501628
2024;9;36837624
2024;1;108160098
2023;4;76333755
2023;9;19789068
2024;6;8149381
2023;7;8865169
2023;8;105277326
2024;10;17976657
2024;6;33156076
2024;12;141071413
2023;8;30092748
2024;3;108606618
2023;6;30580156
2023;11;122834490
2024;11;72944800
2024;10;32097332
2024;9;17330736
2023;9;109995288
2024;7;85449650
2024;6;60405501
2024;4;34177248
2023;7;44169285
2024;9;42943770
2023;5;18409222
2024;7;22021205
2024;4;116537316
2024;6;19507176
2024;4;11090354
2023;2;62973288
2024;1;83097870
2024;11;103636758
2023;7;40648000
2023;12;24931098
2024;12;32121803
2023;10;73472255
2023;11;23728899
2024;1;141539426
2024;8;118053215
2024;10;89463065
2024;9;31404676
2024;9;8037953
2024;4;28661375
2024;11;25228128
2023;12;59820561
2023;1;99697176
2023;10;4896881
2023;1;36247710
2023;3;89258364
2024;1;34900584
2024;8;88952670
2024;3;99834888
2024;12;33061416
2024;9;117315037
2023;4;8408573
2023;12;22390380
2023;2;89542554
2024;4;25087248
2023;6;104930644
2024;10;75813730
2023;6;24783897
2023;1;71090120
2023;6;17649333
2024;2;76740710
2023;5;26909895
2023;10;77492190
2023;10;88617564
2024;2;58993002
2023;1;34133390
2023;1;73669844
2023;12;23692485
2023;2;35428292
2023;7;120744594
2023;9;101063935
2024;3;18035556
2024;3;16643949
2024;11;5588771
2024;6;9607242
2023;2;33761630
2024;6;118078860
2024;4;45995598
2024;11;24350905
2024;9;121609677
2023;5;36842380
2023;2;87082032
2024;6;29699476
2024;3;27752735
2023;12;16949704
2023;5;83996300
2024;3;12262026
2023;9;70332400
2024;11;34703480
2023;6;40934370
2024;9;81442348
2023;4;45650088
2023;9;29926004
2024;1;14358471
2024;8;59294396
2023;2;59256153
2024;12;55164655
2024;3;60738846
2024;3;53693206
2023;8;70827492
2024;2;47170794
2023;1;43655394
2024;2;27461283
2024;2;47064470
2023;10;52955814
2024;3;32533613
2024;8;40510494
2024;3;84515845
2023;4;32600240
2024;3;34022464
2024;8;43519371
2023;12;45471030
2023;3;100343640
2024;6;18714495
2024;2;76769530
2024;1;20488453
2024;10;16803288
2024;6;8163496
2024;11;60506768
2023;7;16690766
2023;8;105103050
2023;8;51423201
2023;1;14002662
2024;7;45362219
2023;2;31046980
2024;5;91835022
2024;10;88421075
2024;6;24367036
2023;8;19081539
2023;5;37698280
2024;9;52178622
2024;6;17185120
2024;8;55115508
2024;10;8893210
2023;6;66065500
2024;7;43094840
2024;10;9125562
2023;7;120245300
2023;10;17683951
2023;1;61465817
2024;11;36625768
2023;4;59959352
2023;11;102114894
2024;12;32216016
2024;3;78578432
2023;1;104388893
2024;10;6111530
2024;8;16366090
2024;3;13368993
2024;5;14867304
2023;11;25522080
2023;12;8410226
2024;8;22923020
2023;8;16683719
2023;12;54469023
2023;2;61221069
2024;3;53755203
2024;4;42342055
2024;11;59160516
2023;2;52858026
2024;2;27352152
2024;9;14940691
2024;6;20132909
2023;3;17072686
2024;5;60545535
2024;6;36447966
2023;9;101507376
2024;10;4701486
2023;5;54877203
2024;7;91077606
2023;6;34282596
2023;12;30086063
2024;12;62987295
2023;9;54143076
2023;7;50446242
2023;8;97581100
2024;8;21652510
2023;3;75114430
2023;10;81446100
2024;9;40460635
2024;12;23704912
2024;2;8680697
2024;5;71772904
2023;8;107638230
2024;8;53836818
2023;3;65945348
2024;7;19912230
2023;5;32776232
2024;3;29238930
2024;6;7687232
2024;3;27005304
2023;2;121905700
2024;3;137535244
2023;3;118731486
2024;10;36306906
2023;7;19233354
2023;7;121019675
2023;3;50728956
2024;2;60114075
2023;3;44513203
2023;11;39282770
2023;4;39236768
2023;3;122399074
2024;6;44436390
2023;11;57949640
2024;11;27218562
2024;8;11341902
2024;6;126333795
2024;3;117058590
2024;6;34661044
2024;9;59657817
2023;10;36932180
2023;9;34997024
2023;2;12960483
2024;6;75797360
2023;7;18088236
2023;2;6053452
2023;1;8045061
2024;12;30200282
2024;9;15191204
2024;9;9073864
2024;3;32257880
2023;3;4661680
2024;1;59487624
2024;2;24954244
2023;8;16570047
2023;11;37208644
2023;5;27620082
2024;7;8979425
2024;7;59657675
2024;11;44691138
2024;8;17796867
2023;11;55446039
2024;7;89466995
2024;10;35882314
2024;9;36641940
2024;9;24162470
2024;11;19264782
2023;11;104692574
2023;7;31996902
2024;10;53108787
2024;5;71627124
2024;6;68511044
2023;5;91952640
2024;9;54761988
2024;2;9099787
2023;6;6325855
2023;4;80363552
2024;11;100975680
2024;5;4742880
2024;4;46213386
2024;6;106917240
2024;6;15376882
2024;11;66555988
2023;1;68039200
2024;5;18236346
2024;7;15130167
2023;4;59423046
2024;1;140437248
2023;5;101456760
2023;4;16818332
2023;11;15741130
2023;3;53997792
2023;1;17991746
2024;4;128872954
2023;5;30362028
2024;1;19596554
2023;2;36526548
2023;10;14941174
2023;4;106113315
2024;10;9734756
2024;3;21931150
2023;1;61580421
2023;12;33640404
2024;2;40884108
2024;10;73398432
2024;3;14704196
2024;1;14535572
2023;9;27849555
2024;8;21274680
2024;2;16943729
2023;11;72358292
2024;12;23114970
2024;10;29222774
2024;12;15596776
2024;12;26311920
2023;8;39872030
2024;5;39935994
2024;6;80748020
2023;2;8555882
2024;6;31642345
2024;3;66365704
2023;10;85143355
2024;7;17586152
2024;10;45017568
2024;7;20313389
2024;5;6311608
2024;7;34766572
2024;6;23528205
2023;2;30197285
2023;8;27097968
2024;11;5655964
2024;10;90520325
2023;1;34513983
2023;11;8845778
2023;10;34679160
2023;11;59222128
2024;8;29076935
2024;12;18951608
2023;1;51987963
2023;6;15243472
2023;2;5733553
2024;12;125236503
2023;2;39462540
2024;4;13231938
2024;2;71040972
2023;4;82748035
2023;6;9195438
2024;11;48194148
2023;1;9039877
2023;12;11912402
2024;11;19736444
2024;12;91428036
2024;9;60922077
2023;11;17891029
2023;2;29584595
2023;12;22712650
2024;4;124177529
2024;7;20017351
2023;6;87547746
2023;4;78202788
2024;10;119213829
2023;8;53878853
2023;8;8864916
2023;8;56426636
2023;5;39786654
2024;10;44048991
2023;7;66044216
2023;4;61995928
2024;12;89642675
2024;12;14568165
2024;9;18278263
2023;2;18194598
2023;7;7964133
2024;1;29870856
2024;9;8778594
2024;9;29052592
2023;8;53908527
2024;3;8281946
2024;12;80692076
2024;6;70304504
2023;6;18139629
2024;5;73183075
2023;1;17175248
2024;4;11076260
2023;2;20217463
2024;3;29806042
2024;4;12875520
2024;1;47339550
2023;4;82674445
2023;4;4590296
2023;3;17023764
2023;10;31423798
2023;8;9746550
2023;11;138052222
2023;1;17796600
2023;12;110630256
2024;12;90161304
2023;11;17104808
2023;1;4024022
2024;11;45838980
2023;4;8495097
2023;7;15038569
2023;6;30040192
2024;6;18050846
2024;12;15621092
2023;11;109822602
2024;12;59461014
2023;9;34916074
2023;2;16575100
2023;7;14830484
2023;6;56074578
2023;6;9328798
2024;10;9154511
2024;2;37155188
2023;10;104229912
2023;4;119493576
2023;7;138455079
2023;7;101219470
2023;8;23017818
2024;1;4242951
2024;12;17124559
2023;4;14901519
2023;7;15079452
2024;3;27538770
2023;2;61524183
2024;11;35132568
2023;2;106210218
2023;3;51706698
2023;5;59569349
2023;1;50308887
2023;3;49622982
2024;6;38949715
2024;7;101539140
2023;7;19696300
2024;10;37408512
2023;12;46434075
2024;5;108434662
2024;9;58712264
2024;8;29721646
2023;7;16458782
2024;7;36939550
2023;9;14930946
2023;1;59546578
2024;3;19252060
2023;2;98316115
2023;9;18977030
2023;2;58874907
2023;10;12297658
2023;4;101225380
2024;5;106261701
2023;12;8066868
2023;2;75277175
2023;7;19914364
2024;4;14950330
2023;9;30878356
2023;1;59694224
2023;5;13201869
2023;6;34925448
2023;7;105387072
2024;2;40443431
2023;10;34043128
2023;9;34192244
2024;1;24852565
2024;12;70429748
2024;3;142619827
2023;4;83264520
2023;4;44907685
2024;4;49042590
2024;8;14783197
2023;12;17855893
2023;4;17294932
2024;11;37508035
2023;5;46188060
2023;8;30564085
2023;12;15994606
2024;12;18073624
2024;7;49699614
2024;2;40619442
2023;6;104143482
2024;9;67514520
2023;12;55121523
2023;5;8575276
2024;12;9261816
2024;3;45640150
2024;1;121922934
2024;5;91331670
2023;4;59819152
2024;8;72945115
2024;10;40196515
2024;8;15657568
2024;6;32290062
2024;5;55189854
2024;7;87737964
2024;3;19849005
2023;3;26468976
2024;1;38008524
2024;11;36582232
2024;12;30248156
2023;10;87526985
2024;6;35401596
2024;2;58490412
2023;7;107986926
2024;9;43952111
2024;9;117625774
2023;11;85932130
2024;2;12137850
2023;3;16702500
2024;1;120291850
2024;6;18899652
2024;2;89721230
2024;8;35515904
2023;1;16406892
2023;6;23450400
2023;8;48442086
2023;5;60899400
2023;5;141597995
2024;9;88190058
2024;5;8968200
2023;12;92050164
2023;7;46070784
2024;5;34810440
2024;2;44055475
2024;8;19586675
2024;4;97743600
2024;7;33973836
2023;12;4279677
2023;2;35497584
2024;4;22836915
2024;9;15228882
2023;8;17733314
2023;8;4642497
2024;8;8469236
2023;12;17139819
2023;1;5929387
2023;9;90951324
2024;2;16807475
2023;6;32581292
2023;11;12783138
2024;11;38730650
2023;9;23142224
2023;4;17963782
2024;11;9131868
2023;2;40678416
2023;11;5921972
2023;9;17094515
2023;7;17062143
2023;12;36592368
2023;1;29470584
2024;12;108235519
2024;12;44747675
2023;10;28646844
2023;6;115568460
2023;5;4679093
2023;8;83772385
2024;1;85554970
2023;2;14531469
2024;1;77193050
2023;1;8892963
2024;6;60545520
2023;9;79087068
2024;3;92330802
2023;8;14880149
2023;3;18386384
2023;8;39982726
2024;2;30027986
2023;8;29457840
2024;7;91148475
2024;6;39796462
2024;4;54716025
2023;11;4528222
2024;11;102408418
2024;6;25417628
2024;5;7829669
2023;1;36412418
2023;10;19555037
2024;6;30173185
2024;8;12393930
2024;8;27452718
2023;9;19856936
2024;6;28584960
2024;7;45070698
2023;7;33381299
2024;7;56458157
2024;7;46063092
2024;12;88607690
2024;5;15365012
2024;10;43451875
2024;9;7902576
2023;11;45222405
2023;6;15051646
2023;12;6323424
2024;10;18810944
2023;10;26332062
2024;5;35871738
2024;12;50348778
2024;10;30278464
2023;9;23401980
2024;11;6228962
2023;4;34511794
2023;8;18355854
2024;12;8106070
2023;7;46499406
2024;7;33266387
2024;7;64927226
2024;4;9048930
2024;1;16108200
2024;5;91071500
2024;6;29314195
2023;5;16883908
2024;2;55718160
2024;11;36809280
2024;5;100329876
2024;12;122966802
2024;6;24481585
2024;8;41739831
2024;7;15460905
2024;6;32029249
2024;1;122164566
2024;12;52367862
2024;10;17961930
2024;5;15238466
2023;12;52416609
2024;1;53086164
2023;4;90735852
2023;2;76015490
2023;3;18052886
2023;8;40518338
2024;11;17717189
2024;9;15402214
2024;4;17745816
2024;1;17038384
2023;8;51314964
2024;2;87614868
2024;11;52798023
2023;9;101524409
2024;11;34791108
2023;9;88736400
2023;10;14761914
2023;7;58145815
2024;9;46092750
2024;7;53741778
2023;9;86033955
2024;8;29655270
2023;6;34271858
2024;5;51897375
2023;3;58006632
2023;7;38758875
2024;4;24700062
2023;1;34447840
2024;5;137922365
2023;7;9206182
2024;2;15194476
2023;12;49761096
2024;1;53911356
2023;12;88101920
2023;5;48681102
2023;12;107559252
2023;5;33527025
2023;4;25062642
2024;5;6264797
2024;4;30019936
2023;10;128215619
2023;2;25309338
2023;9;115612399
2024;12;48344622
2023;5;25117360
2023;2;25517112
2023;6;23100831
2023;8;54685086
2024;12;4424101
2024;10;5908153
2023;3;137161143
2024;11;58883619
2024;2;34961358
2023;5;106069986
2023;8;103165741
2024;10;30879746
2024;6;140817159
2023;12;19518225
2023;9;17761428
2024;8;35277900
2023;3;19046292
2024;4;73852225
2023;11;104719698
2024;4;30848398
2024;4;17972699
2024;9;36088806
2023;12;45674790
2024;1;28075096
2023;11;30154124
2023;6;52400304
2023;4;4062979
2023;8;11819704
2024;10;15977926
2023;11;108601860
2023;2;109820214
2023;3;123656078
2024;3;16514632
2023;4;141654324
2023;4;55834492
2024;4;99034920
2023;12;17451245
2023;3;16704550
2024;11;8572684
2024;10;24639627
2023;6;54747413
2023;12;92001405
2023;10;35006752
2023;10;128907107
2023;1;6422043
2024;2;72960932
2023;12;4472355
2023;6;140963739
2024;3;39573962
2023;9;53587128
2024;5;9611906
2023;2;12258002
2023;8;109446006
2024;8;22462180
2023;4;102342805
2024;10;30166195
2023;12;127914703
2023;2;67639036
2023;7;54931842
2024;6;15546012
2023;1;17866296
2024;8;101624100
2023;3;7509297
2023;11;9611618
2023;10;48346962
2023;5;31003310
2023;3;26518995
2024;6;5817332
2023;6;106501668
2024;2;104411154
2024;8;9842764
2024;1;39231850
2024;1;138678022
2024;10;79757072
2023;11;41870925
2024;4;35596184
2024;4;13431774
2023;12;77183850
2023;7;59357103
2024;4;101955518
2023;10;98535480
2024;8;9176324
2024;3;31038140
2023;1;87785952
2024;9;36550296
2024;12;87121995
2024;3;4102099
2024;3;117070716
2024;10;23503917
2023;3;34696658
2023;6;19773399
2024;10;73810408
2024;6;19624109
2024;5;16903386
2023;3;60829524
2024;1;71335108
2024;7;23497725
2024;12;18257020
2023;12;9536950
2024;7;45892310
2024;4;27446292
2023;6;16543677
2023;11;29769410
2024;11;50559369
2024;12;17364318
2024;9;54539466
2023;10;44144485
2023;9;17574155
2023;8;100929645
2023;1;42199220
2024;4;45780265
2024;7;36021504
2023;8;110114610
2024;6;99176598
2023;11;25189659
2024;9;50563467
2024;2;14995644
2023;12;39959845
2024;11;27842097
2023;9;17742572
2024;6;18665980
2023;6;32337480
2024;5;19527424
2024;12;42126530
2023;12;15953330
2024;4;50569365
2023;7;40292390
2023;1;89758985
2024;7;35921052
2024;4;102426212
2023;12;20412737
2024;2;45235673
2024;2;38835370
2024;10;84080805
2023;3;26925924
2024;9;122895576
2024;1;39488670
